platform,VM_instance,CPU_freq,n_vCPU,mem_size_GB,datasize,input_size_bytes,algorithm,arrival_time,runtime_sec,avg_kbmemused,avg_%memused,avg_%usr
AWS,r3.xlarge,2.5,4,32.749069999999996,large,395478955,pagerank,2025-04-22T00:00:00.000Z,233.859,15209278.916666666,48.41229166666667,88.61916666666667
AWS,m4.2xlarge,2.4,8,34.35968,small,3200000000,terasort,2025-04-22T00:00:00.000Z,93.023,16159346.2,49.044500000000006,58.87600000000001
AWS,c3.xlarge,2.8,4,7.516179999999999,large,1881786739,bayes,2025-04-22T00:00:00.000Z,397.929,7240574.024691358,94.53037037037038,79.99777777777778
AWS,m3.xlarge,2.6,4,16.106099999999998,large,3820993928,join,2025-04-22T00:00:00.000Z,138.952,12319224.714285716,79.99035714285715,74.17678571428573
AWS,m3.large,2.6,2,7.516179999999999,large,4019032802,scan,2025-04-22T00:00:00.000Z,298.73,7386483.868852459,96.43491803278688,87.63770491803278
AWS,m4.large,2.4,2,8.58992,small,806020600,lr,2025-04-22T00:00:00.000Z,202.814,6347238.952380952,77.63666666666667,56.273809523809526
AWS,r4.2xlarge,2.3,8,65.49813999999999,medium,3799320693,join,2025-04-22T00:00:00.000Z,102.636,20846309.0,33.15149999999999,52.48749999999999
AWS,c3.xlarge,2.8,4,7.516179999999999,large,1881786739,bayes,2025-04-22T00:00:00.000Z,371.752,6828660.810810811,89.15310810810811,76.56743243243243
AWS,c3.xlarge,2.8,4,7.516179999999999,small,3284922483,wordcount,2025-04-22T00:00:00.000Z,137.373,6660350.666666667,86.9562962962963,29.427407407407404
AWS,r4.large,2.3,2,16.374534999999998,small,806020600,lr,2025-04-22T00:00:00.000Z,144.671,6602262.0,42.16266666666665,73.25933333333333
AWS,c4.2xlarge,2.9,8,16.106099999999998,medium,743933012,aggregation,2025-04-22T00:00:00.000Z,90.047,10391014.52631579,67.47,54.99052631578946
AWS,c3.xlarge,2.8,4,7.516179999999999,medium,128134600,als,2025-04-22T00:00:00.000Z,146.113,6526039.225806451,85.20225806451614,53.96000000000001
AWS,c4.large,2.9,2,4.0265249999999995,small,3284916129,wordcount,2025-04-22T00:00:00.000Z,195.277,3440525.128205128,89.25282051282052,36.36410256410256
AWS,c3.large,2.8,2,4.0265249999999995,small,806020600,lr,2025-04-22T00:00:00.000Z,665.427,3609437.582089552,93.63410447761196,29.777014925373138
AWS,m3.2xlarge,2.6,8,32.212199999999996,large,9600000000,terasort,2025-04-22T00:00:00.000Z,325.481,23387243.09090909,75.7269696969697,49.20712121212121
AWS,c3.xlarge,2.8,4,7.516179999999999,medium,259947887,pagerank,2025-04-22T00:00:00.000Z,253.805,6188181.615384615,80.79057692307694,66.31153846153846
AWS,m3.2xlarge,2.6,8,32.212199999999996,large,13139653319,sort,2025-04-22T00:00:00.000Z,337.428,24017930.411764707,77.76882352941176,26.44676470588235
AWS,c3.2xlarge,2.8,8,16.106099999999998,medium,6400000000,terasort,2025-04-22T00:00:00.000Z,241.841,12798758.448979592,83.10408163265306,41.00571428571429
AWS,m3.2xlarge,2.6,8,32.212199999999996,large,395478955,pagerank,2025-04-22T00:00:00.000Z,161.806,16935827.393939395,54.83757575757576,77.6081818181818
AWS,c3.large,2.8,2,4.0265249999999995,medium,3799320693,join,2025-04-22T00:00:00.000Z,245.539,3685586.285714286,95.60938775510203,75.2738775510204
AWS,c4.xlarge,2.9,4,8.053049999999999,medium,0,scan,2025-04-22T00:00:00.000Z,27.118,5149952.571428572,67.23714285714286,31.385714285714283
AWS,r4.xlarge,2.3,4,32.749069999999996,large,1612040600,lr,2025-04-22T00:00:00.000Z,125.137,10600421.692307692,33.75884615384616,55.56653846153846
AWS,r4.large,2.3,2,16.374534999999998,medium,6569829403,wordcount,2025-04-22T00:00:00.000Z,225.65,12238744.8,78.15777777777778,62.084
AWS,m4.xlarge,2.4,4,17.17984,large,13139684388,sort,2025-04-22T00:00:00.000Z,387.729,14211211.443037976,86.4786075949367,38.03037974683544
AWS,m3.large,2.6,2,7.516179999999999,large,13139686064,wordcount,2025-04-22T00:00:00.000Z,298.46,7473369.770491803,97.56967213114754,84.06180327868852
AWS,r3.xlarge,2.5,4,32.749069999999996,medium,0,scan,2025-04-22T00:00:00.000Z,32.801,4861945.5,15.4775,33.28125
AWS,c3.xlarge,2.8,4,7.516179999999999,medium,128134600,als,2025-04-22T00:00:00.000Z,326.265,5987100.0,78.16602941176471,25.48573529411765
AWS,r4.xlarge,2.3,4,32.749069999999996,small,72101800,als,2025-04-22T00:00:00.000Z,166.753,8985442.533333333,28.616333333333333,35.03833333333333
AWS,c4.2xlarge,2.9,8,16.106099999999998,large,13139687344,wordcount,2025-04-22T00:00:00.000Z,124.179,15098472.32,98.03600000000002,36.854
AWS,m4.xlarge,2.4,4,17.17984,large,6569820373,wordcount,2025-04-22T01:00:00.000Z,219.575,14447363.42857143,87.91619047619048,31.48
AWS,r4.2xlarge,2.3,8,65.49813999999999,medium,1209030600,lr,2025-04-22T01:00:00.000Z,92.536,11210327.789473685,17.828421052631576,35.89842105263158
AWS,c4.2xlarge,2.9,8,16.106099999999998,medium,6569839699,sort,2025-04-22T01:00:00.000Z,153.245,14125763.096774194,91.72096774193548,26.123870967741933
AWS,r3.large,2.5,2,16.106099999999998,large,1881786739,bayes,2025-04-22T01:00:00.000Z,346.976,9906149.690140843,63.233098591549286,86.79042253521128
AWS,c4.xlarge,2.9,4,8.053049999999999,small,743933355,aggregation,2025-04-22T01:00:00.000Z,126.305,7005478.666666667,91.4622222222222,68.88814814814815
AWS,c4.large,2.9,2,4.0265249999999995,large,4019032802,scan,2025-04-22T01:00:00.000Z,236.937,3677304.163265306,95.39428571428572,81.73346938775511
AWS,c3.large,2.8,2,4.0265249999999995,small,72101800,als,2025-04-22T01:00:00.000Z,201.185,3386937.7560975607,87.86146341463414,52.9339024390244
AWS,r3.large,2.5,2,16.106099999999998,medium,743932928,aggregation,2025-04-22T01:00:00.000Z,221.817,10770444.173913045,68.7504347826087,88.20304347826088
AWS,c3.2xlarge,2.8,8,16.106099999999998,small,806020600,lr,2025-04-22T01:00:00.000Z,216.399,7939463.707317073,51.55146341463415,16.13780487804878
AWS,c4.large,2.9,2,4.0265249999999995,small,3777029616,join,2025-04-22T01:00:00.000Z,274.833,3515331.5636363635,91.19236363636364,52.18618181818183
AWS,m4.xlarge,2.4,4,17.17984,large,395478955,pagerank,2025-04-22T01:00:00.000Z,408.476,11329676.2,68.944375,53.589875000000006
AWS,c3.large,2.8,2,4.0265249999999995,medium,743941631,aggregation,2025-04-22T01:00:00.000Z,282.914,3557121.966101695,92.27711864406778,81.57610169491525
AWS,c4.2xlarge,2.9,8,16.106099999999998,small,3284906959,wordcount,2025-04-22T01:00:00.000Z,140.307,12280733.655172411,79.74034482758621,13.432758620689654
AWS,m4.2xlarge,2.4,8,34.35968,large,200168800,als,2025-04-22T01:00:00.000Z,259.949,16006778.530612243,48.58204081632653,25.703469387755103
AWS,r4.xlarge,2.3,4,32.749069999999996,large,13139636273,sort,2025-04-22T01:00:00.000Z,336.941,23172554.17647059,73.79838235294118,47.36882352941176
AWS,m3.xlarge,2.6,4,16.106099999999998,large,13139648615,sort,2025-04-22T01:00:00.000Z,496.704,15002020.12,97.4094,32.9474
AWS,m3.2xlarge,2.6,8,32.212199999999996,medium,0,scan,2025-04-22T01:00:00.000Z,69.298,4766324.266666667,15.434,9.366
