nuclear,geothermal,biomass,coal,wind,solar,hydro,gas,oil,unknown,hydro discharge,battery discharge,datetime
2294,0,12,8626,5956,1090,2004,10103,1,48,0,0,2025-04-15T16:00:00.000Z
2304,0,11,8951,5837,1123,2010,9693,2,57,0,0,2025-04-15T17:00:00.000Z
2290,0,12,8829,6499,1106,1969,9253,1,42,0,0,2025-04-15T18:00:00.000Z
2275,0,12,8666,7236,1093,1873,8857,17,41,0,0,2025-04-15T19:00:00.000Z
2255,0,12,8454,8167,1073,1858,8125,1,46,0,0,2025-04-15T20:00:00.000Z
2185,0,12,8083,9079,988,1834,7729,1,55,0,0,2025-04-15T21:00:00.000Z
2107,0,12,7812,10242,913,1774,7615,0,38,0,0,2025-04-15T22:00:00.000Z
2027,0,13,7617,11172,722,1761,7340,0,36,0,0,2025-04-15T23:00:00.000Z
1966,0,14,7534,11863,278,1733,7141,0,39,0,0,2025-04-16T00:00:00.000Z
1933,0,13,6644,14255,13,1648,5924,0,40,0,0,2025-04-16T01:00:00.000Z
1912,0,13,5225,15926,0,1461,5351,0,41,0,0,2025-04-16T02:00:00.000Z
1877,0,11,4229,16875,0,1028,4658,0,27,0,0,2025-04-16T03:00:00.000Z
1874,0,10,3630,16877,0,871,3840,0,27,0,0,2025-04-16T04:00:00.000Z
1834,0,9,3188,16749,0,826,3630,0,28,0,0,2025-04-16T05:00:00.000Z
1793,0,9,2882,16843,0,807,3427,0,28,0,0,2025-04-16T06:00:00.000Z
1768,0,9,2807,16967,0,628,3306,0,27,0,0,2025-04-16T07:00:00.000Z
1778,0,9,2828,16872,0,632,3335,0,27,0,0,2025-04-16T08:00:00.000Z
1828,0,9,2893,17356,0,649,3154,0,28,0,0,2025-04-16T09:00:00.000Z
1827,0,9,2884,18040,0,738,3532,0,29,0,0,2025-04-16T10:00:00.000Z
1870,0,10,2819,19044,0,1109,4173,0,31,0,0,2025-04-16T11:00:00.000Z
1916,0,13,2721,19733,41,1209,4395,1,26,0,0,2025-04-16T12:00:00.000Z
1981,0,13,2793,19259,359,1395,4329,1,30,0,0,2025-04-16T13:00:00.000Z
2024,0,13,2851,19348,409,1398,4390,1,31,0,0,2025-04-16T14:00:00.000Z
2024,0,13,2822,19204,465,1429,4339,3,28,0,0,2025-04-16T15:00:00.000Z
