nuclear,geothermal,biomass,coal,wind,solar,hydro,gas,oil,unknown,hydro discharge,battery discharge,datetime
6226.13629803038,0.0011874237400035655,0.0008746784346518441,4746.341578087397,0.0010494437047674635,1285.8272140996303,684.9519126407598,9073.741272623367,0.0,9.99861297258773,0,50,2025-04-15T16:00:00.000Z
6298.471197964444,0.001344507540462009,0.0007168079310157545,4646.75675768063,0.0010142275149480843,1209.5989623174323,839.3453667957964,9629.84449202328,0.0,9.980147675430905,74,0,2025-04-15T17:00:00.000Z
6282.686911336648,0.0010719071074989706,0.0009000896691081951,4516.769370937194,0.0008602892040378757,1318.330466497417,672.6906354708065,9610.570952258435,0.0,9.94883121351805,21,0,2025-04-15T18:00:00.000Z
6398.982378405272,0.0011329920641011222,0.0010502975034269394,4360.698430757049,0.0011151700808011596,1348.8972430454596,800.2750921932328,9613.083116417052,0.0,8.060440722286597,0,0,2025-04-15T19:00:00.000Z
6361.700374905294,0.0009608339547223322,0.0008022033887022561,4164.7107750476835,0.9035975431530868,1402.7977993723994,1292.5908293544628,9302.31712607587,0.0,6.977734663794587,0,0,2025-04-15T20:00:00.000Z
6459.5521841324635,0.0010593916139157039,0.0009881550897181926,4007.604172300069,1.0666331006036847,1852.6391489092634,1019.403908892272,9303.69089358114,0.0,5.041011537484364,261,0,2025-04-15T21:00:00.000Z
6453.706138915455,0.0010323465845381615,0.000870250654888773,3971.3583427317494,0.9193967357747714,1607.739505896435,1255.921248676079,9508.367480730929,0.0,2.9859837163396614,569,0,2025-04-15T22:00:00.000Z
6510.66746218728,0.0009178116721953872,0.0010955627404771475,4251.0127294318045,1.069481812502745,276.5549988558351,1951.382526219096,10344.329713273746,0.0,2.981074845323846,1125,57,2025-04-15T23:00:00.000Z
6493.4437227037415,0.0009964562570741198,0.001035850670188912,4246.287864685696,0.8970334720744232,277.2542106222898,1911.8624818477601,10350.264415188614,0.0,2.988239172896338,1120,57,2025-04-16T00:00:00.000Z
6610.662755058056,0.0007990968571649921,0.0009089123779574802,4199.130316633716,0.9395537336773732,0.0010634853259124822,1312.299569276076,10329.921450583353,0.0,3.0435832205607993,961,28,2025-04-16T01:00:00.000Z
6486.677071086974,0.00091783200435349,0.0007551191739486792,3976.6021230220927,0.0009307655831545688,0.001051609472512214,1518.276444408769,9456.469068579878,0.0,3.9716375760520277,567,17,2025-04-16T02:00:00.000Z
6435.835353535625,0.0009922724746195724,0.0012682711275276435,3809.26776981371,0.0008990300661410583,0.0008565306616577611,1339.7302874301497,8664.19741700329,0.0,4.965156112895868,215,5,2025-04-16T03:00:00.000Z
6440.845617841936,0.0010170054901839727,0.0009990602457781936,3709.160428630352,0.0008537770004847637,0.0010057589911281765,946.9228509045685,8077.03224151298,0.0,4.034985508436608,5,2,2025-04-16T04:00:00.000Z
6304.385541985304,0.0010220110813045137,0.0010025101834191714,3560.408546842349,0.0010572365431473457,0.0011211620100984449,896.7456360657362,7624.400955610529,0.0,6.055116576262498,0,0,2025-04-16T05:00:00.000Z
6440.460868829489,0.001107905176598581,0.0008382410844543967,3658.285668008933,0.000964189257560781,0.0009253931577877172,1298.2168796966457,7845.034776317354,0.0,1.9979714189016564,0,0,2025-04-16T06:00:00.000Z
6843.366513605359,0.0011615496299410095,0.001135959421783722,3766.659528883606,0.0009202959100487384,0.0009794860566945246,1004.7293762935394,8210.234707926007,0.0,2.005676000470504,0,0,2025-04-16T07:00:00.000Z
6891.654672027756,0.000983854189706294,0.0009922714772944534,3780.7826125647025,0.0010582072219919969,0.0008437235957104401,989.9028722256844,8292.650244906506,0.0,2.005720218867216,0,0,2025-04-16T08:00:00.000Z
7043.256072223503,0.0010064477940066735,0.0009916315140890296,3991.0773754068896,0.000844041460839561,0.0010309141675032296,856.9944256213973,8787.646943318032,0.0,2.02131039524279,0,7,2025-04-16T09:00:00.000Z
7015.645080631899,0.0008769533347009397,0.0011773927603524576,4330.903767779163,0.000991610999172348,0.0008248728156357437,1204.7585352382928,9568.693397090521,0.0,1.9953484302138507,234,32,2025-04-16T10:00:00.000Z
7084.26989918046,0.0010087956748455634,0.0012167017504362517,4701.040588019879,0.001074464796556964,452.9295993541284,1021.9065640858499,10299.817892912746,3.019293890828439,2.0128625938856257,440,58,2025-04-16T11:00:00.000Z
7040.764947225347,0.0010861867339121503,0.0011403008182014225,4300.80220449303,0.0012983751553876583,1036.4797392978396,1132.209263465545,9755.74626451335,5.995542106635265,1.9985140355450886,384,18,2025-04-16T12:00:00.000Z
6880.231264196276,0.000945150441940554,0.001260280401781413,3991.413083998606,0.0010543731664589692,2140.966512907809,1169.7081841700585,8903.771247079836,1.9532239217022784,1.9532239217022784,161,7,2025-04-16T13:00:00.000Z
6963.594791241193,0.0010082878129292472,0.0009370861336523785,3985.5531170656323,0.0010894351456839685,2098.234561683693,1176.4105522617656,8925.22649162775,0.0,1.977451310873546,32,7,2025-04-16T14:00:00.000Z
7209.940274337916,0.0010162798326254876,0.0009800789366428558,4143.3614750880015,0.001045158589831603,1895.4458005390056,816.1596456181925,9214.066205222873,0.0,1.0235576766521743,0,0,2025-04-16T15:00:00.000Z
