platform,VM_instance,CPU_freq,n_vCPU,mem_size_GB,datasize,input_size_bytes,algorithm,arrival_time,runtime_sec,avg_kbmemused,avg_%memused,avg_%usr
AWS,r3.large,2.5,2,16.106099999999998,large,3820993928,join,2025-04-22T00:00:00.000Z,298.053,12312005.666666666,78.59083333333334,63.294833333333344
AWS,m3.large,2.6,2,7.516179999999999,large,395478955,pagerank,2025-04-22T00:00:00.000Z,712.167,6512215.305555556,85.02118055555555,77.075625
AWS,c3.large,2.8,2,4.0265249999999995,medium,6400000000,terasort,2025-04-22T00:00:00.000Z,413.849,3640970.1904761903,94.45166666666668,61.04904761904762
AWS,r4.2xlarge,2.3,8,65.49813999999999,large,743933078,aggregation,2025-04-22T00:00:00.000Z,89.969,26279289.263157893,41.7921052631579,58.42526315789473
AWS,r4.2xlarge,2.3,8,65.49813999999999,large,3820993928,join,2025-04-22T00:00:00.000Z,529.149,13853236.57142857,22.030571428571427,10.512857142857143
AWS,m4.xlarge,2.4,4,17.17984,small,72101800,als,2025-04-22T00:00:00.000Z,207.311,9371314.285714284,57.027142857142856,25.793095238095237
AWS,c3.xlarge,2.8,4,7.516179999999999,small,3284938548,sort,2025-04-22T00:00:00.000Z,131.336,7206931.259259259,94.09185185185184,38.53185185185185
AWS,m4.large,2.4,2,8.58992,medium,3799320693,join,2025-04-22T00:00:00.000Z,225.046,7335960.0,89.72933333333334,75.64422222222223
AWS,c3.2xlarge,2.8,8,16.106099999999998,medium,3799320693,join,2025-04-22T00:00:00.000Z,94.788,10768325.263157897,69.91842105263159,56.46052631578947
AWS,m3.2xlarge,2.6,8,32.212199999999996,small,3200000000,terasort,2025-04-22T00:00:00.000Z,89.849,16079615.157894736,52.06526315789474,59.81157894736844
AWS,c4.2xlarge,2.9,8,16.106099999999998,small,3284909343,sort,2025-04-22T00:00:00.000Z,96.212,10351212.2,67.21050000000001,30.540999999999997
AWS,c4.large,2.9,2,4.0265249999999995,medium,6400000000,terasort,2025-04-22T00:00:00.000Z,398.185,3673960.543209877,95.30753086419752,58.9541975308642
AWS,m4.xlarge,2.4,4,17.17984,small,3284929808,wordcount,2025-04-22T00:00:00.000Z,58.229,10255755.0,62.40916666666666,67.3725
AWS,c3.large,2.8,2,4.0265249999999995,large,13139679554,wordcount,2025-04-22T00:00:00.000Z,282.394,3680918.9655172415,95.48793103448278,79.37327586206897
AWS,r3.large,2.5,2,16.106099999999998,large,9600000000,terasort,2025-04-22T00:00:00.000Z,698.612,15025749.929078016,95.911914893617,67.68524822695035
AWS,r4.large,2.3,2,16.374534999999998,large,3820993928,join,2025-04-22T00:00:00.000Z,216.856,12490686.23255814,79.76674418604651,88.16418604651163
AWS,r3.xlarge,2.5,4,32.749069999999996,medium,6569822281,sort,2025-04-22T00:00:00.000Z,167.61,19463147.647058822,61.95235294117647,47.25352941176471
AWS,m3.2xlarge,2.6,8,32.212199999999996,medium,6569844013,sort,2025-04-22T00:00:00.000Z,154.741,19343808.5,62.6353125,29.980625000000003
AWS,r4.large,2.3,2,16.374534999999998,large,3820993928,join,2025-04-22T00:00:00.000Z,216.856,12490686.23255814,79.76674418604651,88.16418604651163
AWS,r3.large,2.5,2,16.106099999999998,large,395478955,pagerank,2025-04-22T00:00:00.000Z,526.923,9277520.301886791,59.220188679245275,78.92198113207547
