platform,VM_instance,CPU_freq,n_nodes,n_vCPU,mem_size_GB,input_size_bytes,algorithm,runtime_sec,avg_kbmemused,avg_%memused,avg_%usr
GCP,n2-standard-4,2.8,8,4,16.0,3232000000000,grep,1898.11,,,
GCP,n2-standard-4,2.8,16,4,16.0,3232000000000,grep,980.95,,,
GCP,n2_highmem-4,2.8,4,4,32.0,3232000000000,grep,4346.76,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,3232000000000,grep,962.37,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,3232000000000,grep,516.92,,,
GCP,n2_standard-8,2.8,4,8,32.0,3232000000000,grep,1732.91,,,
GCP,n2_standard-8,2.8,8,8,32.0,3232000000000,grep,882.6,,,
GCP,n2_highmem-8,2.8,2,8,64.0,3232000000000,grep,3604.06,,,
GCP,n2_highmem-8,2.8,8,8,64.0,3232000000000,grep,876.61,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,3232000000000,grep,744.7,,,
GCP,n2-standard-4,2.8,8,4,16.0,6464000000000,grep,3854.28,,,
GCP,n2-standard-4,2.8,16,4,16.0,6464000000000,grep,1952.74,,,
GCP,n2_highmem-4,2.8,4,4,32.0,6464000000000,grep,8777.13,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,6464000000000,grep,1861.58,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,6464000000000,grep,992.25,,,
GCP,n2_standard-8,2.8,4,8,32.0,6464000000000,grep,3568.8,,,
GCP,n2_standard-8,2.8,8,8,32.0,6464000000000,grep,1799.37,,,
GCP,n2_highmem-8,2.8,2,8,64.0,6464000000000,grep,7048.95,,,
GCP,n2_highmem-8,2.8,8,8,64.0,6464000000000,grep,1787.31,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,6464000000000,grep,1381.21,,,
GCP,n2-standard-4,2.8,8,4,16.0,300817368134,groupbycount,880.98,,,
GCP,n2-standard-4,2.8,16,4,16.0,300817368134,groupbycount,486.87,,,
GCP,n2_highmem-4,2.8,4,4,32.0,300817368134,groupbycount,1803.44,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,300817368134,groupbycount,456.34,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,300817368134,groupbycount,257.56,,,
GCP,n2_standard-8,2.8,4,8,32.0,300817368134,groupbycount,878.41,,,
GCP,n2_standard-8,2.8,8,8,32.0,300817368134,groupbycount,468.03,,,
GCP,n2_highmem-8,2.8,2,8,64.0,300817368134,groupbycount,1594.37,,,
GCP,n2_highmem-8,2.8,8,8,64.0,300817368134,groupbycount,456.04,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,300817368134,groupbycount,237.93,,,
GCP,n2-standard-4,2.8,8,4,16.0,601634629647,groupbycount,1700.32,,,
GCP,n2-standard-4,2.8,16,4,16.0,601634629647,groupbycount,903.87,,,
GCP,n2_highmem-4,2.8,4,4,32.0,601634629647,groupbycount,3485.39,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,601634629647,groupbycount,862.55,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,601634629647,groupbycount,467.63,,,
GCP,n2_standard-8,2.8,4,8,32.0,601634629647,groupbycount,1595.62,,,
GCP,n2_standard-8,2.8,8,8,32.0,601634629647,groupbycount,840.11,,,
GCP,n2_highmem-8,2.8,2,8,64.0,601634629647,groupbycount,3423.42,,,
GCP,n2_highmem-8,2.8,8,8,64.0,601634629647,groupbycount,880.44,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,601634629647,groupbycount,430.16,,,
GCP,n2-standard-4,2.8,8,4,16.0,91626840474,join,665.11,,,
GCP,n2-standard-4,2.8,16,4,16.0,91626840474,join,369.35,,,
GCP,n2_highmem-4,2.8,4,4,32.0,91626840474,join,1221.76,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,91626840474,join,464.86,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,91626840474,join,270.42,,,
GCP,n2_standard-8,2.8,4,8,32.0,91626840474,join,617.77,,,
GCP,n2_standard-8,2.8,8,8,32.0,91626840474,join,353.97,,,
GCP,n2_highmem-8,2.8,2,8,64.0,91626840474,join,1124.58,,,
GCP,n2_highmem-8,2.8,8,8,64.0,91626840474,join,346.85,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,91626840474,join,475.47,,,
GCP,n2-standard-4,2.8,8,4,16.0,184475968825,join,1474.11,,,
GCP,n2-standard-4,2.8,16,4,16.0,184475968825,join,736.0,,,
GCP,n2_highmem-4,2.8,4,4,32.0,184475968825,join,2563.6,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,184475968825,join,1442.63,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,184475968825,join,548.43,,,
GCP,n2_standard-8,2.8,4,8,32.0,184475968825,join,1548.13,,,
GCP,n2_standard-8,2.8,8,8,32.0,184475968825,join,673.3,,,
GCP,n2_highmem-8,2.8,2,8,64.0,184475968825,join,3223.0,,,
GCP,n2_highmem-8,2.8,8,8,64.0,184475968825,join,641.84,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,184475968825,join,2309.16,,,
GCP,n2-standard-4,2.8,8,4,16.0,109265345458,kmeans,1287.46,,,
GCP,n2-standard-4,2.8,16,4,16.0,109265345458,kmeans,609.0,,,
GCP,n2_highmem-4,2.8,4,4,32.0,109265345458,kmeans,2464.4,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,109265345458,kmeans,2966.22,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,109265345458,kmeans,610.77,,,
GCP,n2_standard-8,2.8,4,8,32.0,109265345458,kmeans,1202.19,,,
GCP,n2_standard-8,2.8,8,8,32.0,109265345458,kmeans,616.92,,,
GCP,n2_highmem-8,2.8,2,8,64.0,109265345458,kmeans,2163.78,,,
GCP,n2_highmem-8,2.8,8,8,64.0,109265345458,kmeans,537.56,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,109265345458,kmeans,333.41,,,
GCP,n2-standard-4,2.8,8,4,16.0,218565544905,kmeans,5272.74,,,
GCP,n2-standard-4,2.8,16,4,16.0,218565544905,kmeans,1320.52,,,
GCP,n2_highmem-4,2.8,4,4,32.0,218565544905,kmeans,10179.5,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,218565544905,kmeans,7352.88,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,218565544905,kmeans,2848.54,,,
GCP,n2_standard-8,2.8,4,8,32.0,218565544905,kmeans,11233.5,,,
GCP,n2_standard-8,2.8,8,8,32.0,218565544905,kmeans,1221.84,,,
GCP,n2_highmem-8,2.8,2,8,64.0,218565544905,kmeans,21714.74,,,
GCP,n2_highmem-8,2.8,8,8,64.0,218565544905,kmeans,1188.69,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,218565544905,kmeans,15927.61,,,
GCP,n2-standard-4,2.8,8,4,16.0,246281050657,linearregression,712.42,,,
GCP,n2-standard-4,2.8,16,4,16.0,246281050657,linearregression,329.14,,,
GCP,n2_highmem-4,2.8,4,4,32.0,246281050657,linearregression,1354.56,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,246281050657,linearregression,467.25,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,246281050657,linearregression,241.03,,,
GCP,n2_standard-8,2.8,4,8,32.0,246281050657,linearregression,798.43,,,
GCP,n2_standard-8,2.8,8,8,32.0,246281050657,linearregression,312.44,,,
GCP,n2_highmem-8,2.8,2,8,64.0,246281050657,linearregression,1392.09,,,
GCP,n2_highmem-8,2.8,8,8,64.0,246281050657,linearregression,352.46,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,246281050657,linearregression,612.36,,,
GCP,n2-standard-4,2.8,8,4,16.0,492562101314,linearregression,1429.33,,,
GCP,n2-standard-4,2.8,16,4,16.0,492562101314,linearregression,725.01,,,
GCP,n2_highmem-4,2.8,4,4,32.0,492562101314,linearregression,2779.47,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,492562101314,linearregression,857.29,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,492562101314,linearregression,473.33,,,
GCP,n2_standard-8,2.8,4,8,32.0,492562101314,linearregression,1719.07,,,
GCP,n2_standard-8,2.8,8,8,32.0,492562101314,linearregression,818.98,,,
GCP,n2_highmem-8,2.8,2,8,64.0,492562101314,linearregression,3644.32,,,
GCP,n2_highmem-8,2.8,8,8,64.0,492562101314,linearregression,504.74,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,492562101314,linearregression,2139.07,,,
GCP,n2-standard-4,2.8,8,4,16.0,225224150058,logisticregression,892.87,,,
GCP,n2-standard-4,2.8,16,4,16.0,225224150058,logisticregression,466.37,,,
GCP,n2_highmem-4,2.8,4,4,32.0,225224150058,logisticregression,1821.2,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,225224150058,logisticregression,1491.35,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,225224150058,logisticregression,532.07,,,
GCP,n2_standard-8,2.8,4,8,32.0,225224150058,logisticregression,1427.85,,,
GCP,n2_standard-8,2.8,8,8,32.0,225224150058,logisticregression,640.59,,,
GCP,n2_highmem-8,2.8,2,8,64.0,225224150058,logisticregression,3308.66,,,
GCP,n2_highmem-8,2.8,8,8,64.0,225224150058,logisticregression,352.94,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,225224150058,logisticregression,1684.95,,,
GCP,n2-standard-4,2.8,8,4,16.0,450448411622,logisticregression,3808.35,,,
GCP,n2-standard-4,2.8,16,4,16.0,450448411622,logisticregression,1378.0,,,
GCP,n2_highmem-4,2.8,4,4,32.0,450448411622,logisticregression,8138.77,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,450448411622,logisticregression,4050.0,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,450448411622,logisticregression,1682.72,,,
GCP,n2_standard-8,2.8,4,8,32.0,450448411622,logisticregression,7950.49,,,
GCP,n2_standard-8,2.8,8,8,32.0,450448411622,logisticregression,1513.68,,,
GCP,n2_highmem-8,2.8,2,8,64.0,450448411622,logisticregression,17155.68,,,
GCP,n2_highmem-8,2.8,8,8,64.0,450448411622,logisticregression,1319.67,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,450448411622,logisticregression,11639.9,,,
GCP,n2-standard-4,2.8,8,4,16.0,98698686349,selectwhereorderby,815.88,,,
GCP,n2-standard-4,2.8,16,4,16.0,98698686349,selectwhereorderby,424.73,,,
GCP,n2_highmem-4,2.8,4,4,32.0,98698686349,selectwhereorderby,1580.61,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,98698686349,selectwhereorderby,431.15,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,98698686349,selectwhereorderby,242.87,,,
GCP,n2_standard-8,2.8,4,8,32.0,98698686349,selectwhereorderby,800.17,,,
GCP,n2_standard-8,2.8,8,8,32.0,98698686349,selectwhereorderby,428.42,,,
GCP,n2_highmem-8,2.8,2,8,64.0,98698686349,selectwhereorderby,1493.81,,,
GCP,n2_highmem-8,2.8,8,8,64.0,98698686349,selectwhereorderby,418.24,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,98698686349,selectwhereorderby,233.46,,,
GCP,n2-standard-4,2.8,8,4,16.0,198507674995,selectwhereorderby,1554.76,,,
GCP,n2-standard-4,2.8,16,4,16.0,198507674995,selectwhereorderby,803.25,,,
GCP,n2_highmem-4,2.8,4,4,32.0,198507674995,selectwhereorderby,3041.98,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,198507674995,selectwhereorderby,832.57,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,198507674995,selectwhereorderby,442.72,,,
GCP,n2_standard-8,2.8,4,8,32.0,198507674995,selectwhereorderby,1543.54,,,
GCP,n2_standard-8,2.8,8,8,32.0,198507674995,selectwhereorderby,784.59,,,
GCP,n2_highmem-8,2.8,2,8,64.0,198507674995,selectwhereorderby,2726.75,,,
GCP,n2_highmem-8,2.8,8,8,64.0,198507674995,selectwhereorderby,764.98,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,198507674995,selectwhereorderby,434.64,,,
GCP,n2-standard-4,2.8,8,4,16.0,101000000000,sort,319.11,,,
GCP,n2-standard-4,2.8,16,4,16.0,101000000000,sort,167.57,,,
GCP,n2_highmem-4,2.8,4,4,32.0,101000000000,sort,512.29,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,101000000000,sort,706.61,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,101000000000,sort,335.4,,,
GCP,n2_standard-8,2.8,4,8,32.0,101000000000,sort,426.49,,,
GCP,n2_standard-8,2.8,8,8,32.0,101000000000,sort,199.56,,,
GCP,n2_highmem-8,2.8,2,8,64.0,101000000000,sort,623.58,,,
GCP,n2_highmem-8,2.8,8,8,64.0,101000000000,sort,141.68,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,101000000000,sort,1295.56,,,
GCP,n2-standard-4,2.8,8,4,16.0,202000000000,sort,776.09,,,
GCP,n2-standard-4,2.8,16,4,16.0,202000000000,sort,400.18,,,
GCP,n2_highmem-4,2.8,4,4,32.0,202000000000,sort,1520.62,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,202000000000,sort,2083.13,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,202000000000,sort,811.12,,,
GCP,n2_standard-8,2.8,4,8,32.0,202000000000,sort,2052.67,,,
GCP,n2_standard-8,2.8,8,8,32.0,202000000000,sort,753.01,,,
GCP,n2_highmem-8,2.8,2,8,64.0,202000000000,sort,4234.84,,,
GCP,n2_highmem-8,2.8,8,8,64.0,202000000000,sort,323.54,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,202000000000,sort,5547.43,,,
GCP,n2-standard-4,2.8,8,4,16.0,41418230499,wordcount,417.76,,,
GCP,n2-standard-4,2.8,16,4,16.0,41418230499,wordcount,241.86,,,
GCP,n2_highmem-4,2.8,4,4,32.0,41418230499,wordcount,776.1,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,41418230499,wordcount,260.35,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,41418230499,wordcount,150.83,,,
GCP,n2_standard-8,2.8,4,8,32.0,41418230499,wordcount,428.33,,,
GCP,n2_standard-8,2.8,8,8,32.0,41418230499,wordcount,241.89,,,
GCP,n2_highmem-8,2.8,2,8,64.0,41418230499,wordcount,767.34,,,
GCP,n2_highmem-8,2.8,8,8,64.0,41418230499,wordcount,232.42,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,41418230499,wordcount,147.11,,,
GCP,n2-standard-4,2.8,8,4,16.0,82836531749,wordcount,787.83,,,
GCP,n2-standard-4,2.8,16,4,16.0,82836531749,wordcount,430.07,,,
GCP,n2_highmem-4,2.8,4,4,32.0,82836531749,wordcount,1517.31,,,
GCP,n2_highcpu-8,2.8,8,8,8.0,82836531749,wordcount,450.02,,,
GCP,n2-highcpu-8,2.8,16,8,8.0,82836531749,wordcount,258.34,,,
GCP,n2_standard-8,2.8,4,8,32.0,82836531749,wordcount,811.35,,,
GCP,n2_standard-8,2.8,8,8,32.0,82836531749,wordcount,432.2,,,
GCP,n2_highmem-8,2.8,2,8,64.0,82836531749,wordcount,1507.61,,,
GCP,n2_highmem-8,2.8,8,8,64.0,82836531749,wordcount,422.01,,,
GCP,n2_highcpu-32,2.8,4,32,32.0,82836531749,wordcount,238.83,,,
AWS,r4.large,2.3,1,2,16.374534999999998,-1,fp-growth,54.96880966000026,6656641.818181818,42.51,65.67818181818183
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,chi-sq-gof,17.803154934000304,6795026.666666667,44.12,24.26
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,gradient-boosted-tree,37.373009723999985,4493811.428571428,29.181428571428572,36.779999999999994
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,random-forest,64.79767478599979,8964572.615384616,58.207692307692305,52.45538461538461
AWS,r4.large,2.3,1,2,16.374534999999998,-1,gradient-boosted-tree,129.25096096699963,10179624.64,65.0084,60.3812
AWS,c4.xlarge,2.9,1,4,8.053049999999999,3284941930,wordcount,61.658,6633660.923076923,86.60692307692308,52.01923076923078
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,fp-growth,30.49623082299968,5290257.333333333,34.35,44.16166666666667
AWS,m4.large,2.4,1,2,8.58992,3820993928,join,721.554,7248653.369863014,88.66212328767122,83.90130136986302
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,4019032802,scan,120.097,12799034.0,20.354615384615386,74.54923076923077
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,random-forest,54.11307146200011,10079057.2,30.591,40.440000000000005
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,classification,100.77670498000045,11473720.8,36.5225,51.308499999999995
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,word2vec,225.9266777820012,3368337.1555555556,87.37977777777778,94.75644444444444
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,lda,103.31608796499997,9326166.2,60.55500000000001,46.43000000000001
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,pca,50.8429564759972,7548791.2,24.445,35.333999999999996
AWS,c4.xlarge,2.9,1,4,8.053049999999999,1209030600,lr,290.037,6103897.5,79.69035714285715,20.405
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,13139641846,sort,385.535,13899705.692307692,90.25294871794873,18.848076923076924
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,gradient-boosted-tree,81.53677010199999,6761910.0,88.280625,51.465
AWS,r4.large,2.3,1,2,16.374534999999998,259947887,pagerank,1308.468,4263625.3840304185,27.22790874524715,87.30216730038023
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,gmm,93.61690618900002,8989302.222222222,58.36722222222223,49.28
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,spearman,82.97635418800019,12428730.5,39.560625,47.474999999999994
AWS,m3.xlarge,2.6,1,4,16.106099999999998,87,scan,24.561,3851053.714285714,25.005714285714287,30.86285714285714
AWS,m4.xlarge,2.4,1,4,17.17984,-1,als,75.94703908100018,8590026.4,52.27266666666666,62.312666666666665
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,743941547,aggregation,558.125,15108209.162393162,24.026923076923076,27.282991452991453
AWS,r4.large,2.3,1,2,16.374534999999998,-1,gmm,275.27914089000024,9246292.436363636,59.04745454545454,53.32181818181817
AWS,m3.large,2.6,1,2,7.516179999999999,-1,naive-bayes,783.6263619189995,6182002.794871795,80.7095512820513,52.86358974358975
AWS,m3.large,2.6,1,2,7.516179999999999,-1,pca,98.5182171590004,5078279.7894736845,66.30052631578947,57.31368421052632
AWS,r4.large,2.3,1,2,16.374534999999998,3284922270,sort,1113.819,8996957.309090909,57.45559090909091,20.018
AWS,m4.large,2.4,1,2,8.58992,-1,pic,115.97042874700128,6824568.545454546,83.4740909090909,51.24363636363636
AWS,c4.xlarge,2.9,1,4,8.053049999999999,743933074,aggregation,449.577,6715836.133333334,87.67944444444444,19.181333333333335
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,0,scan,77.366,5548781.846153846,8.816923076923077,10.926153846153849
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,regression,71.92527004399994,22007807.14285714,34.979285714285716,43.68714285714286
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,naive-bayes,433.2095217450006,27591051.76744186,89.33848837209302,50.73046511627906
AWS,c4.xlarge,2.9,1,4,8.053049999999999,806020600,lr,295.471,5724950.2,74.74266666666666,17.671166666666668
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,classification,57.181462818,4714383.2727272725,61.54818181818182,49.856363636363646
AWS,m4.xlarge,2.4,1,4,17.17984,-1,chi-sq-gof,15.69986583500031,6799881.333333333,41.376666666666665,39.48666666666667
AWS,c3.xlarge,2.8,1,4,7.516179999999999,6400000000,terasort,312.654,7379174.25,96.33984375,51.237187500000005
AWS,m4.large,2.4,1,2,8.58992,6569832127,wordcount,154.241,7718809.0,94.4121875,88.231875
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,lda,384.96648209999967,3645399.3766233767,94.56623376623376,80.08649350649351
AWS,r3.large,2.5,1,2,16.106099999999998,-1,gradient-boosted-tree,44.41477449300146,3928498.0,25.07625,75.93875
AWS,c3.xlarge,2.8,1,4,7.516179999999999,13139642356,sort,476.9,7472374.25,97.55739583333332,31.60145833333333
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,spearman,77.68607578400042,19269401.333333332,30.626666666666672,40.80533333333333
AWS,r4.large,2.3,1,2,16.374534999999998,87,scan,27.389,4500751.428571428,28.74285714285714,63.151428571428575
AWS,r4.large,2.3,1,2,16.374534999999998,6569829403,wordcount,225.65,12238744.8,78.15777777777778,62.084
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,125209992,pagerank,239.049,9760217.636363637,31.603181818181824,20.369318181818183
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,spearman,67.33568058799574,11381898.461538462,34.54461538461539,44.79230769230769
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,summary-statistics,66.63844269099991,12037010.153846154,36.53153846153846,39.434615384615384
AWS,m3.large,2.6,1,2,7.516179999999999,395478955,pagerank,563.413,6733414.49122807,87.90921052631579,94.69929824561405
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,gradient-boosted-tree,37.6401875800002,5410853.714285715,17.52,38.878571428571426
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,word2vec,344.8311130390066,5974402.724637682,77.99971014492753,95.04202898550724
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,pic,51.67486971299991,16009081.2,25.459000000000003,41.107
AWS,m3.large,2.6,1,2,7.516179999999999,3799320693,join,246.249,6886879.183673469,89.91285714285713,77.81877551020408
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,word2vec,262.11725263099993,5562741.307692308,72.62499999999999,69.485
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,743933021,aggregation,95.813,9632818.857142856,62.54714285714286,55.28095238095237
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,spearman,55.47198360099992,8936188.727272727,58.02545454545455,41.403636363636366
AWS,c3.xlarge,2.8,1,4,7.516179999999999,743941541,aggregation,336.837,7238362.550724638,94.501884057971,82.5527536231884
AWS,r3.large,2.5,1,2,16.106099999999998,-1,als,133.73299575400233,5725934.0,36.551153846153845,70.92538461538462
AWS,m3.xlarge,2.6,1,4,16.106099999999998,375779530,bayes,65.931,6516755.142857143,42.31571428571429,65.37357142857142
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,spearman,137.7977832760007,13237826.370370371,42.13703703703703,46.7462962962963
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,word2vec,108.18782423199993,13078095.61904762,39.69285714285714,56.159523809523805
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,3200000000,terasort,100.963,11142715.61904762,17.71952380952381,74.15809523809523
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,lda,74.14997017199858,11196652.57142857,33.98142857142857,61.39428571428572
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,block-matrix-mult,207.06617832200027,12590752.975609755,40.07829268292683,68.52975609756098
AWS,m4.large,2.4,1,2,8.58992,-1,als,174.2209505910032,5914247.515151516,72.34,64.23393939393941
AWS,r4.xlarge,2.3,1,4,32.749069999999996,1209030600,lr,118.273,9469442.833333334,30.157083333333333,52.70250000000001
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,block-matrix-mult,71.7989712690005,5643916.285714285,36.646428571428565,20.32428571428571
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,fp-growth,38.92497097000023,12661354.285714284,20.124285714285715,43.76
AWS,m3.large,2.6,1,2,7.516179999999999,-1,word2vec,251.669815923,4586114.8,59.8742,86.9896
AWS,m3.large,2.6,1,2,7.516179999999999,-1,svd,668.804715446,5150061.112781955,67.23781954887218,52.50353383458647
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,chi-sq-feature,179.23925494299874,18659799.885714285,56.63342857142857,48.04942857142856
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,chi-sq-feature,163.1754412600003,14003415.375,44.5734375,51.669375
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,pic,65.46664993499962,11323076.923076924,36.66384615384615,41.105384615384615
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,kmeans,170.25135798599877,13158345.294117646,41.90617647058824,50.14352941176471
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,chi-sq-gof,16.567475276999176,2637766.6666666665,68.42666666666666,77.83666666666666
AWS,m4.large,2.4,1,2,8.58992,-1,lda,146.10171561100287,5897061.655172414,72.13068965517243,85.5851724137931
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,random-forest,55.71103991000018,10346898.545454543,16.44545454545455,43.20272727272727
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,svd,359.8752386619999,22115515.774647888,35.169859154929576,45.28028169014084
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,pearson,172.67685370300023,6904364.352941177,90.1405882352941,49.88764705882353
AWS,c4.large,2.9,1,2,4.0265249999999995,3200000000,terasort,235.921,3734009.957446809,96.8653191489362,57.02893617021276
AWS,m4.xlarge,2.4,1,4,17.17984,-1,spearman,80.55143197100551,7262286.25,44.193749999999994,48.915
AWS,m3.large,2.6,1,2,7.516179999999999,-1,chi-sq-feature,269.8069973130041,5049489.037037037,65.92388888888887,55.03759259259259
AWS,r3.large,2.5,1,2,16.106099999999998,-1,pearson,86.248459765,4972647.294117647,31.74058823529412,57.64411764705882
AWS,m4.xlarge,2.4,1,4,17.17984,3777029616,join,376.58,7869320.623376624,47.88688311688312,77.74168831168832
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,word2vec,135.95940916900145,9322908.74074074,29.67592592592592,88.29296296296297
AWS,m4.xlarge,2.4,1,4,17.17984,-1,regression,1317.778969088,15947175.893129772,97.04263358778628,52.97431297709924
AWS,r4.large,2.3,1,2,16.374534999999998,-1,kmeans,83.09583984199708,5578008.0,35.6225,59.91499999999999
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,block-matrix-mult,68.96169893999831,7700623.692307692,50.00076923076923,28.16923076923077
AWS,m4.large,2.4,1,2,8.58992,-1,classification,1239.3052104169983,5846230.186234818,71.50809716599188,52.67623481781376
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,940817222,bayes,231.318,12221267.441860463,19.43488372093023,18.76418604651163
AWS,c4.large,2.9,1,2,4.0265249999999995,806020600,lr,636.299,3628776.8372093025,94.13527131782946,27.471627906976742
AWS,c4.xlarge,2.9,1,4,8.053049999999999,395478955,pagerank,821.082,5424695.539393939,70.82315151515151,85.32860606060606
AWS,r4.large,2.3,1,2,16.374534999999998,-1,random-forest,107.80205329800084,5329683.428571428,34.03666666666667,60.86523809523808
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,fp-growth,52.13324694399989,9422826.8,29.993,57.995000000000005
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,svd,1088.002754522,4638077.953917051,60.553594470046086,50.72539170506912
AWS,r3.xlarge,2.5,1,4,32.749069999999996,3284916501,sort,84.908,14245616.666666666,45.345,53.95
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,6400000000,terasort,231.549,18325134.468085103,29.142553191489352,60.48425531914893
AWS,r3.large,2.5,1,2,16.106099999999998,-1,chi-sq-gof,17.643325123000068,5070730.666666667,32.37,72.19333333333333
AWS,r3.large,2.5,1,2,16.106099999999998,1612040600,lr,269.657,10649061.407407409,67.97500000000001,71.01777777777777
AWS,r3.large,2.5,1,2,16.106099999999998,3200000000,terasort,188.38,11510555.282051282,73.47410256410255,74.4428205128205
