platform,VM_instance,CPU_freq,n_nodes,n_vCPU,mem_size_GB,input_size_bytes,algorithm,runtime_sec,avg_kbmemused,avg_%memused,avg_%usr
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,decision-tree,39.182969044999936,7960098.857142857,51.6857142857143,39.54571428571428
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,chi-sq-mat,24.5973999859998,2730678.4,70.838,47.75600000000001
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,3284902275,sort,1147.302,12011751.35652174,77.99369565217393,4.898695652173913
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,spearman,72.01831080300326,5333392.571428572,69.63142857142857,47.66428571428571
AWS,r4.large,2.3,1,2,16.374534999999998,-1,block-matrix-mult,137.84763531499993,7429731.407407408,47.44703703703704,53.39148148148148
AWS,m3.xlarge,2.6,1,4,16.106099999999998,3777029616,join,136.241,11761025.333333334,76.36555555555555,71.69777777777777
AWS,r4.large,2.3,1,2,16.374534999999998,1209030600,lr,262.094,8509617.76923077,54.34269230769231,57.54903846153847
AWS,r4.xlarge,2.3,1,4,32.749069999999996,743932939,aggregation,126.99,15228479.25925926,48.499259259259254,76.25777777777776
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,classification,1166.393341042999,7407586.672413793,96.71068965517244,50.552456896551725
AWS,m3.xlarge,2.6,1,4,16.106099999999998,259947887,pagerank,170.179,9349552.342857145,60.70742857142858,85.08142857142856
AWS,r4.large,2.3,1,2,16.374534999999998,6400000000,terasort,744.095,12605130.773333332,80.49746666666667,77.18493333333333
AWS,m4.xlarge,2.4,1,4,17.17984,3799320693,join,387.609,8002944.303797469,48.70025316455696,77.26708860759494
AWS,m4.xlarge,2.4,1,4,17.17984,1881786739,bayes,161.013,11109973.818181818,67.60757575757576,80.64575757575759
AWS,m4.xlarge,2.4,1,4,17.17984,-1,svd,540.6930848470001,10617106.25925926,64.60731481481481,48.72472222222222
AWS,r3.large,2.5,1,2,16.106099999999998,-1,spearman,262.1089708189975,7833021.538461538,50.00038461538462,57.04576923076924
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,decision-tree,60.050415712998074,8826868.666666666,28.110833333333336,50.75333333333333
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,259947887,pagerank,475.286,5927248.333333333,9.4259375,62.15520833333334
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,summary-statistics,66.17881928599672,15283978.153846154,24.306153846153848,41.67999999999999
AWS,r4.large,2.3,1,2,16.374534999999998,-1,pearson,89.7277109560091,5889446.222222222,37.61055555555556,58.55722222222222
AWS,r4.large,2.3,1,2,16.374534999999998,-1,decision-tree,93.59322177100694,6765585.555555556,43.20555555555555,60.87555555555556
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,als,61.10350378299973,6881032.0,44.68,43.531666666666666
AWS,m4.xlarge,2.4,1,4,17.17984,-1,spearman,137.51400612900034,8910323.25925926,54.22148148148148,47.35111111111111
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,chi-sq-gof,17.405108161998214,3129540.0,9.966666666666669,42.473333333333336
AWS,r4.large,2.3,1,2,16.374534999999998,-1,svd,976.0809010689992,6525487.364102564,41.67302564102564,52.14384615384615
AWS,m3.large,2.6,1,2,7.516179999999999,-1,classification,2520.7771708580003,7466555.133200795,97.48095427435388,51.85797216699801
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,summary-statistics,28.213355091000267,4193169.6,27.224,34.912
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,chi-sq-feature,187.62040082100063,28639126.91891892,45.54432432432432,47.14756756756757
AWS,m3.large,2.6,1,2,7.516179999999999,259947887,pagerank,1396.105,3465598.1285714284,45.24571428571429,88.95514285714286
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,pca,166.07211083799484,4141284.121212121,54.0669696969697,51.02121212121212
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,gradient-boosted-tree,62.55791410599704,6893581.333333333,44.760833333333345,41.79666666666667
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,pearson,108.71910943900002,8553765.904761905,55.540000000000006,47.04761904761905
AWS,m3.large,2.6,1,2,7.516179999999999,-1,pca,169.3089952159935,4653630.787878788,60.7569696969697,54.63848484848484
AWS,m4.xlarge,2.4,1,4,17.17984,6569831176,sort,596.678,14831174.5,90.25158333333334,35.70083333333333
AWS,m4.2xlarge,2.4,1,8,34.35968,743932980,aggregation,88.462,16484406.94736842,50.03157894736842,57.92368421052631
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,259947887,pagerank,436.293,6774304.7727272725,10.766704545454546,74.10079545454545
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,395478955,pagerank,163.601,12071686.666666666,78.38333333333334,76.51666666666667
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,743933085,aggregation,97.111,19217643.42857143,30.544285714285724,57.56666666666667
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,fp-growth,46.667543298000055,5726845.777777778,18.23,57.02666666666667
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,1612040600,lr,162.857,14156979.272727272,22.51363636363636,28.493030303030302
AWS,m4.large,2.4,1,2,8.58992,-1,naive-bayes,2916.230434972,7881642.902229845,96.4044768439108,51.39704974271012
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,block-matrix-mult,113.50572744499732,3589625.8181818184,93.12045454545456,50.095454545454544
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,decision-tree,28.76068130600015,5007945.6,65.384,57.172
AWS,m3.large,2.6,1,2,7.516179999999999,-1,word2vec,708.3800512409944,5775483.8014184395,75.40276595744682,98.30794326241136
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,lda,125.92613459900008,6192298.4,80.84440000000001,55.4576
AWS,m4.2xlarge,2.4,1,8,34.35968,125209992,pagerank,158.557,13237975.225806452,40.17806451612904,27.71451612903226
AWS,r4.large,2.3,1,2,16.374534999999998,743932965,aggregation,218.513,13525378.666666666,86.37466666666667,86.392
AWS,r3.large,2.5,1,2,16.106099999999998,3820993928,join,790.251,10529866.625,67.21425,85.8419375
AWS,c3.large,2.8,1,2,4.0265249999999995,13139630034,sort,1348.231,3601069.6236162363,93.41678966789668,59.727638376383766
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,classification,1307.2406303339994,14950130.46743295,97.07310344827586,51.70555555555556
AWS,r3.large,2.5,1,2,16.106099999999998,-1,decision-tree,48.43651060499997,4393064.0,28.042222222222225,66.66222222222223
AWS,m4.large,2.4,1,2,8.58992,4019032802,scan,274.864,7900918.8771929825,96.639649122807,83.20508771929823
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,gradient-boosted-tree,64.98332554699994,9645995.384615384,31.23307692307693,40.40615384615384
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,chi-sq-gof,21.901780324000015,3818895.0,12.365,33.010000000000005
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,spearman,69.03928178999922,14529057.538461538,23.105384615384615,42.599999999999994
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,chi-sq-mat,20.197529780998593,3349315.0,10.845,23.6775
AWS,m3.large,2.6,1,2,7.516179999999999,3200000000,terasort,1579.89,6671138.875,87.09621874999999,20.072
AWS,c4.xlarge,2.9,1,4,8.053049999999999,6569819286,sort,1567.484,7313266.264150944,95.47943396226415,11.644056603773585
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,als,89.31743452100022,7203078.352941177,46.76941176470588,60.55705882352942
AWS,r4.large,2.3,1,2,16.374534999999998,395478955,pagerank,2289.521,4865046.962962963,31.06877995642702,67.98657952069718
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,743932995,aggregation,95.328,10056256.8,65.2955,58.3155
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,summary-statistics,74.96243716700337,13831324.266666668,21.98333333333333,38.900666666666666
AWS,m4.large,2.4,1,2,8.58992,-1,decision-tree,123.2845675760036,5326706.5,65.15374999999999,60.23833333333334
AWS,r4.large,2.3,1,2,16.374534999999998,-1,als,176.54850306699882,10767030.4,68.75999999999999,58.88285714285715
AWS,r3.large,2.5,1,2,16.106099999999998,2037260990,dfsioe,360.309,6221619.172413793,39.71393103448276,78.35558620689656
AWS,m3.large,2.6,1,2,7.516179999999999,-1,pic,113.68091842899958,6400172.545454546,83.55863636363637,53.51363636363637
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,classification,66.00303468699985,16136740.307692308,25.64846153846154,45.302307692307686
AWS,m4.xlarge,2.4,1,4,17.17984,3200000000,terasort,128.605,12423029.037037035,75.5974074074074,74.74925925925926
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,pca,59.42986021999968,8333493.090909091,26.53909090909091,47.92
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,pca,101.28331012499984,10765571.4,34.858999999999995,43.325
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,1209030600,lr,93.778,9068184.421052633,58.87947368421053,33.23736842105263
AWS,m4.xlarge,2.4,1,4,17.17984,-1,gradient-boosted-tree,35.46882707600162,4695244.0,28.571428571428573,50.74285714285713
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,chi-sq-gof,39.59062392800024,2481597.714285714,64.37571428571428,26.032857142857143
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,classification,112.80204001499987,14307845.454545457,46.32681818181818,45.12500000000001
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,word2vec,74.28348708499834,10636008.285714284,32.28142857142857,79.9192857142857
AWS,m4.xlarge,2.4,1,4,17.17984,743933009,aggregation,132.825,12941845.714285716,78.755,70.80035714285715
AWS,c4.large,2.9,1,2,4.0265249999999995,87,scan,24.744,2175146.8571428573,56.42857142857143,57.892857142857146
AWS,r4.large,2.3,1,2,16.374534999999998,-1,pic,105.41214598799706,9545441.714285716,60.95809523809523,65.9742857142857
AWS,c3.large,2.8,1,2,4.0265249999999995,3777029616,join,743.164,3571617.298013245,92.65298013245034,84.2905298013245
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,word2vec,122.3178206460002,16703516.666666666,26.548333333333336,50.79999999999999
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,naive-bayes,422.14322374399853,28145143.47619048,85.42190476190476,50.60940476190477
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,chi-sq-feature,323.28234732799956,21232497.5625,67.58578125,51.052968750000005
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,naive-bayes,819.7212980600016,28545753.073170733,86.63798780487804,49.795426829268294
AWS,r4.large,2.3,1,2,16.374534999999998,-1,classification,2477.429530979003,10450601.494949495,66.73878787878789,52.61971717171718
AWS,r3.large,2.5,1,2,16.106099999999998,200168800,als,386.225,12344442.461538462,78.79692307692308,60.053076923076915
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,395478955,pagerank,921.28,6687968.345945946,10.630108108108107,46.43508108108108
AWS,r4.large,2.3,1,2,16.374534999999998,259947887,pagerank,403.748,7766603.29113924,49.59873417721518,67.47835443037975
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,pic,71.05634609399567,3098259.4285714286,80.37357142857142,76.58928571428571
AWS,m3.xlarge,2.6,1,4,16.106099999999998,1612040600,lr,259.163,10459390.113207549,67.91415094339621,31.746037735849058
AWS,r4.large,2.3,1,2,16.374534999999998,-1,pca,101.86327308398904,5483564.8,35.0185,59.14450000000001
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,fp-growth,36.99527299799957,8898875.42857143,14.151428571428571,48.07714285714286
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,als,102.6620108749994,7143325.8,46.382,63.461500000000015
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,decision-tree,70.50532879599996,11839146.57142857,76.87214285714288,45.51428571428572
AWS,r3.large,2.5,1,2,16.106099999999998,-1,fp-growth,44.45265519199893,4195416.0,26.78125,67.80250000000001
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,svd,314.4237371529998,9743291.935483873,63.26419354838709,51.01145161290323
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,word2vec,198.32574493399443,5693365.025641026,74.33128205128205,93.02820512820512
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,decision-tree,47.637140027999976,11497402.666666666,34.89444444444445,39.44222222222223
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,gmm,55.43709471600005,7027461.090909091,45.63,39.081818181818186
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,pic,52.92247902300005,15521452.0,24.684,45.97
AWS,r4.xlarge,2.3,1,4,32.749069999999996,395478955,pagerank,357.006,12743978.470588235,40.58573529411764,56.32426470588235
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,word2vec,444.97428778799986,15879355.191011235,50.5452808988764,77.07730337078652
AWS,m4.xlarge,2.4,1,4,17.17984,-1,kmeans,52.74303452199996,5379783.6,32.738,49.423
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,regression,2115.322115619001,3747336.3498817966,97.21158392434988,53.182742316784875
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,13139673070,sort,514.351,13617548.884615384,88.41990384615384,29.373365384615383
AWS,m3.xlarge,2.6,1,4,16.106099999999998,6400000000,terasort,389.477,12338202.88607595,80.11329113924052,75.17734177215189
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,spearman,224.79236611598753,3443061.6,89.31688888888891,58.52244444444444
AWS,m4.xlarge,2.4,1,4,17.17984,-1,pic,55.21287968500019,7441261.818181818,45.28181818181818,44.339090909090906
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,classification,630.0770467349998,14593495.80952381,94.75746031746034,49.63698412698413
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,svd,519.311246418998,7238391.572815534,47.000388349514566,50.924563106796114
AWS,m4.large,2.4,1,2,8.58992,-1,regression,1257.110836897,6114603.282868526,74.79043824701195,53.72617529880478
AWS,c4.xlarge,2.9,1,4,8.053049999999999,128134600,als,90.22,6179056.421052632,80.67105263157893,76.66315789473684
AWS,m4.large,2.4,1,2,8.58992,-1,chi-sq-feature,288.68229797299864,5456249.96491228,66.73877192982455,54.06543859649122
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,block-matrix-mult,311.1607100780002,11719328.064516127,76.09548387096775,13.659032258064515
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,regression,136.30506578600034,24421060.296296295,79.07370370370371,54.772592592592595
AWS,r3.xlarge,2.5,1,4,32.749069999999996,13139664460,sort,704.06,25956385.126760565,82.62112676056339,60.70514084507043
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,regression,120.29539508000016,12787486.666666666,83.03166666666665,55.44375
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,decision-tree,50.45398635500169,11643649.2,18.506,41.328
AWS,m3.large,2.6,1,2,7.516179999999999,3284919485,sort,144.564,6017716.533333333,78.56500000000001,60.97
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,block-matrix-mult,709.3129286509993,10668980.457142858,69.27514285714285,5.3600714285714295
AWS,r3.large,2.5,1,2,16.106099999999998,-1,summary-statistics,25.552143380000416,6142313.6,39.21,62.68799999999999
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,kmeans,1103.341251674001,3741711.4727272727,97.06522727272728,52.29599999999999
AWS,m4.large,2.4,1,2,8.58992,13139668712,sort,1410.499,7352220.141342756,89.92851590106005,55.36162544169611
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,pca,43.00232839100136,8730292.5,26.49875,36.28875
AWS,c4.large,2.9,1,2,4.0265249999999995,6400000000,terasort,401.457,3674593.4320987654,95.3237037037037,57.547530864197526
AWS,r4.xlarge,2.3,1,4,32.749069999999996,1881786739,bayes,184.026,13797293.684210526,43.94105263157895,74.75710526315788
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,spearman,117.34677385199755,9687397.91304348,30.83608695652174,48.103043478260865
AWS,m4.xlarge,2.4,1,4,17.17984,-1,pic,55.12811709200105,6530486.545454546,39.74,57.599999999999994
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,als,88.24967844600042,9050785.88235294,28.808823529411764,47.932941176470585
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,svd,694.3939720280032,7316037.507246377,47.50442028985508,45.19978260869565
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,chi-sq-feature,237.11840752100397,3680516.0,95.4776595744681,54.2236170212766
AWS,r4.large,2.3,1,2,16.374534999999998,-1,summary-statistics,25.013314426999383,4572188.8,29.2,60.08200000000001
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,lda,117.17275644099982,10590438.782608695,68.76565217391304,67.76608695652172
AWS,m4.xlarge,2.4,1,4,17.17984,-1,word2vec,354.3710795509978,8566071.42857143,52.12699999999999,95.71442857142856
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,regression,66.69190568299973,14983689.846153846,48.51615384615385,45.92307692307692
AWS,m4.xlarge,2.4,1,4,17.17984,-1,svd,298.60742875800497,6740332.949152542,41.01711864406779,51.55728813559321
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,pearson,97.66201340900444,3562587.5789473685,92.41842105263156,56.79947368421052
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,naive-bayes,124.82512654400124,24203980.32,38.47,46.0696
AWS,c3.xlarge,2.8,1,4,7.516179999999999,3777029616,join,132.074,6305191.692307692,82.31846153846153,72.28961538461539
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,chi-sq-gof,18.713988347997656,3449217.3333333335,11.17,25.483333333333334
AWS,m4.large,2.4,1,2,8.58992,-1,als,180.11765717199978,5527217.222222222,67.60611111111112,47.63361111111111
AWS,m3.large,2.6,1,2,7.516179999999999,-1,spearman,229.16354814499937,6782550.818181818,88.55113636363636,49.912045454545456
AWS,r3.large,2.5,1,2,16.106099999999998,4019032802,scan,400.129,13233793.060240963,84.4743373493976,63.38180722891565
AWS,m3.large,2.6,1,2,7.516179999999999,-1,gradient-boosted-tree,40.971954477994586,3195657.0,41.72125,77.27625
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,125209992,pagerank,261.826,11131505.92,17.702800000000003,15.124199999999998
AWS,c3.large,2.8,1,2,4.0265249999999995,743941939,aggregation,286.264,3570754.5762711866,92.62966101694916,79.03610169491526
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,spearman,68.65799759899983,14178589.538461538,43.03384615384616,45.799230769230775
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,gradient-boosted-tree,87.13882355099986,14800392.470588235,44.920588235294126,30.16411764705882
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,word2vec,267.0430193709999,12187798.692307692,79.13788461538462,63.50096153846153
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,pic,47.79079883099985,7148646.222222222,46.41555555555556,46.66555555555556
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,2036505442,dfsioe,305.651,7243263.0,11.512045454545454,31.69090909090909
AWS,r3.large,2.5,1,2,16.106099999999998,259947887,pagerank,1436.528,4189092.6666666665,26.73986111111111,87.40854166666666
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,spearman,92.6507573859999,4847745.777777778,63.29055555555556,48.27333333333333
AWS,m4.large,2.4,1,2,8.58992,9600000000,terasort,1197.29,7286732.43153527,89.12796680497925,67.98904564315353
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,als,78.96832804800033,15471612.0,24.591333333333335,51.732000000000006
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,395478955,pagerank,523.853,7553622.4,12.012666666666668,77.42295238095238
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,pca,61.39932948399996,8008924.666666667,25.495,49.0025
AWS,m4.xlarge,2.4,1,4,17.17984,-1,decision-tree,60.517613153999264,7288720.333333333,44.354166666666664,51.345
AWS,m4.large,2.4,1,2,8.58992,-1,kmeans,722.2980811390007,7748558.722222222,94.77680555555555,50.80680555555555
AWS,r3.large,2.5,1,2,16.106099999999998,-1,chi-sq-mat,18.165251631999126,7505174.666666667,47.906666666666666,77.24333333333333
AWS,m3.large,2.6,1,2,7.516179999999999,6400000000,terasort,803.278,6681625.777777778,87.23296296296296,77.0508024691358
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,summary-statistics,101.88398613099707,6591643.4,42.8,51.23199999999999
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,regression,102.3352795210003,30294009.4,48.150499999999994,48.1915
AWS,m3.large,2.6,1,2,7.516179999999999,87,scan,31.676,2484135.5555555555,32.432222222222215,62.29333333333333
AWS,m4.large,2.4,1,2,8.58992,-1,pic,147.22243452399923,7452458.482758621,91.1544827586207,61.7751724137931
AWS,m4.2xlarge,2.4,1,8,34.35968,3777029616,join,89.592,14518139.555555556,44.06333333333333,54.849999999999994
AWS,c4.xlarge,2.9,1,4,8.053049999999999,6400000000,terasort,376.001,6716983.894736842,87.695,61.86434210526316
AWS,r4.large,2.3,1,2,16.374534999999998,-1,naive-bayes,3007.823905841,10686179.294509152,68.24226289517472,51.60985024958402
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,1612040600,lr,191.967,13844632.615384616,44.82769230769232,24.89589743589744
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,6569827057,sort,191.557,19511964.102564104,31.012564102564102,62.148461538461525
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,word2vec,68.02736162999997,7273143.076923077,47.224615384615376,75.80615384615383
AWS,m4.2xlarge,2.4,1,8,34.35968,3284912149,sort,466.721,15114614.382978724,45.87361702127659,11.4486170212766
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,806020600,lr,67.602,8942493.714285715,14.212857142857144,50.67
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,pca,138.0491205770013,4564572.888888889,59.5937037037037,50.34444444444445
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,random-forest,243.67017823900005,3538097.6666666665,91.78249999999998,43.57375
AWS,r4.large,2.3,1,2,16.374534999999998,-1,pic,80.68866832600179,5710849.5,36.469375,68.615625
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,3284911357,sort,89.891,20934714.736842107,33.2742105263158,33.27210526315789
AWS,r3.large,2.5,1,2,16.106099999999998,-1,random-forest,150.14551430100255,6127144.933333334,39.10966666666667,57.946666666666665
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,3200000000,terasort,104.77,12378312.727272728,80.3740909090909,52.07954545454545
AWS,m4.xlarge,2.4,1,4,17.17984,-1,word2vec,169.52965740399986,7301285.818181818,44.43,65.75999999999999
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,chi-sq-mat,17.134495862999756,3678580.0,11.71,47.46333333333334
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,fp-growth,44.30727557299997,7628741.5,12.12375,42.80875
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,decision-tree,41.65764679599852,9122467.5,14.49875,40.504999999999995
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,pearson,165.366640168,8895968.848484848,57.763333333333335,50.28121212121212
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,naive-bayes,212.0404813290006,17028100.19047619,54.230238095238086,50.13738095238095
AWS,m4.xlarge,2.4,1,4,17.17984,-1,pearson,275.8586419190033,10205785.163636364,62.10400000000001,50.61581818181819
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,decision-tree,42.50974268800201,6830570.5,44.3525,40.71
AWS,r4.xlarge,2.3,1,4,32.749069999999996,806020600,lr,91.066,8036455.368421053,25.59263157894737,63.324210526315795
AWS,m4.2xlarge,2.4,1,8,34.35968,3777029616,join,228.713,10655726.978723405,32.340425531914896,64.97638297872341
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,classification,75.1656205979998,11523150.133333333,37.312,37.279999999999994
AWS,m4.large,2.4,1,2,8.58992,743941952,aggregation,571.689,7457441.75862069,91.21560344827584,84.73370689655172
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,random-forest,53.200763644999824,7615255.2,24.658,43.024
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,chi-sq-mat,17.514591153999845,5776405.333333333,37.50666666666667,20.94
AWS,m3.large,2.6,1,2,7.516179999999999,-1,naive-bayes,1580.885401862004,6402528.075949367,83.58873417721519,51.9996835443038
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,chi-sq-feature,99.62573920399971,14289119.789473685,43.36947368421053,46.8778947368421
AWS,m3.large,2.6,1,2,7.516179999999999,-1,gradient-boosted-tree,45.60690911399979,4536260.888888889,59.22222222222222,64.72555555555556
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,pearson,49.47746308300066,4334952.444444444,56.596666666666664,48.75000000000001
AWS,m3.large,2.6,1,2,7.516179999999999,-1,pca,98.28178708298948,4459746.736842105,58.22578947368421,58.33210526315789
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,gradient-boosted-tree,35.325710236000305,3301292.0,43.10285714285715,54.75714285714286
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,classification,106.10999640700004,11736811.80952381,37.37809523809523,48.67285714285714
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,chi-sq-feature,388.9115824849996,37207173.92207792,59.1379220779221,49.819220779220785
AWS,m3.xlarge,2.6,1,4,16.106099999999998,6569830131,sort,326.423,12764397.515151516,82.8810606060606,69.80590909090908
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,gradient-boosted-tree,41.1069240300003,6220683.0,9.8875,37.151250000000005
AWS,m4.large,2.4,1,2,8.58992,-1,gmm,1111.0202437420012,4795894.360360361,58.66108108108107,52.03545045045045
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,naive-bayes,1611.053391348,26346747.54037267,83.86301242236024,50.82375776397515
AWS,m3.xlarge,2.6,1,4,16.106099999999998,3799320693,join,415.943,7106277.74117647,46.14188235294117,76.81752941176471
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,gradient-boosted-tree,1071.8519145530008,3468249.214953271,89.97149532710282,55.22490654205607
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,summary-statistics,27.57339909999791,8608186.4,13.689999999999998,31.344
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,6569835246,wordcount,197.465,11320210.43902439,73.50341463414635,14.25121951219512
AWS,c3.large,2.8,1,2,4.0265249999999995,125209992,pagerank,261.899,3580387.849056604,92.87962264150944,73.65924528301888
AWS,c3.large,2.8,1,2,4.0265249999999995,72101800,als,201.775,3170889.904761905,82.25666666666667,52.245238095238086
AWS,c4.large,2.9,1,2,4.0265249999999995,1358221072,dfsioe,283.689,3407323.5172413792,88.39060344827588,76.0491379310345
AWS,c3.xlarge,2.8,1,4,7.516179999999999,128134600,als,326.265,5987100.0,78.16602941176471,25.48573529411765
AWS,m4.large,2.4,1,2,8.58992,-1,block-matrix-mult,111.6551904830012,3851169.4545454546,47.106363636363646,59.149090909090894
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,block-matrix-mult,74.72484523300045,5984222.666666667,19.058666666666667,50.70333333333333
AWS,m4.2xlarge,2.4,1,8,34.35968,6400000000,terasort,201.583,23205115.024390243,70.42853658536586,50.35780487804877
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,pearson,51.24925847499992,8445995.2,26.897999999999996,48.907
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,gmm,100.17631136299995,11743326.315789474,38.024736842105256,44.37736842105264
