platform,VM_instance,CPU_freq,n_nodes,n_vCPU,mem_size_GB,input_size_bytes,algorithm,arrival_time,runtime_sec,avg_kbmemused,avg_%memused,avg_usr
AWS,r4.large,2.3,4,2,16.37,2993564169,pagerank,2018-01-05 15:45:53,943.150,10073344.178947369,64.32951315789474,75.6738157894737
AWS,m4.2xlarge,2.4,10,8,34.36,51326854853,wordcount,2018-01-06 02:52:08,360.580,7298612.964577656,22.151852861035422,48.984850136239785
AWS,c4.large,2.9,6,2,4.03,6104217589,pagerank,2018-01-06 12:01:14,3364.845,3080878.382680675,79.92223814071951,68.94973097739573
AWS,m4.xlarge,2.4,8,4,17.18,2993511650,pagerank,2018-01-05 04:32:08,327.089,9140292.780303031,55.62104166666666,70.68708333333333
AWS,r4.large,2.3,10,2,16.37,93793714092,join,2018-01-06 04:33:28,533.062,13632236.388785047,87.05668224299065,66.62130841121495
AWS,c4.2xlarge,2.9,6,8,16.11,2993552826,pagerank,2018-01-06 00:10:07,679.118,3742533.2156862747,24.300735294117647,68.5199387254902
AWS,m4.large,2.4,6,2,8.59,2993504008,pagerank,2018-01-06 03:06:28,2133.307,2891450.34423676,35.3667445482866,68.5745054517134
AWS,m4.2xlarge,2.4,6,8,34.36,6104100736,pagerank,2018-01-06 04:01:30,1226.221,5051808.665036675,15.332502037489816,68.3381988590057
AWS,r4.xlarge,2.3,10,4,32.75,24060206000,lr,2018-01-06 04:25:44,1457.946,11379640.423287671,36.240986301369865,7.886948630136986
AWS,c4.2xlarge,2.9,4,8,16.11,2993511650,pagerank,2018-01-05 08:50:23,847.882,4690213.4529411765,30.453985294117647,71.03117647058824
AWS,m4.xlarge,2.4,6,4,17.18,2993420596,pagerank,2018-01-06 01:10:49,1145.133,3257013.3217391307,19.819782608695654,72.67399275362318
AWS,c4.xlarge,2.9,10,4,8.05,93795477368,join,2018-01-06 03:32:06,307.863,7211827.187096775,94.15520967741935,53.31167741935484
AWS,r4.large,2.3,4,2,16.37,24060201200,lr,2018-01-05 14:02:44,2382.515,14767335.715481171,94.30574267782427,34.146213389121336
AWS,c4.2xlarge,2.9,6,8,16.11,50000000000,terasort,2018-01-05 23:31:37,674.254,14249095.76988984,92.52091799265605,21.049485924112606
AWS,m4.large,2.4,6,2,8.59,50000000000,terasort,2018-01-06 01:14:44,1865.547,7540511.382443759,92.23176444640492,37.42497573886193
AWS,r4.large,2.3,8,2,16.37,6104143946,pagerank,2018-01-05 12:29:29,3087.744,3245967.0992685477,20.729066091954024,68.77077847439918
AWS,c4.large,2.9,10,2,4.03,51326796542,wordcount,2018-01-06 02:47:51,791.232,3693731.665,95.82058124999999,64.8771
AWS,r4.2xlarge,2.3,10,8,65.5,51326707337,wordcount,2018-01-06 02:52:24,276.373,7856689.13884007,12.49421792618629,62.88764499121265
AWS,m4.large,2.4,4,2,8.59,2993564169,pagerank,2018-01-05 16:56:02,1399.018,7160536.135231317,87.58403914590747,76.31755338078291
AWS,c4.xlarge,2.9,4,4,8.05,93793622935,join,2018-01-05 09:02:33,541.716,7210011.541284404,94.13149082568808,66.04050458715597
AWS,r4.2xlarge,2.3,10,8,65.5,2993405732,pagerank,2018-01-06 04:25:05,181.227,15763046.92972973,25.067783783783785,47.589108108108114
AWS,r4.xlarge,2.3,4,4,32.75,2993473154,pagerank,2018-01-05 10:17:43,1594.439,4203227.55,13.386000000000001,71.7874609375
AWS,r4.large,2.3,8,2,16.37,51326801291,wordcount,2018-01-05 01:54:54,1428.984,7175864.994773519,45.82580574912892,56.01634581881533
AWS,c4.2xlarge,2.9,8,8,16.11,2993413257,pagerank,2018-01-04 07:36:19,231.164,10666389.861702127,69.25795212765956,65.65736702127658
AWS,m4.2xlarge,2.4,8,8,34.36,2993413257,pagerank,2018-01-05 03:02:37,675.852,3517953.5735294116,10.677270220588236,65.57761948529412
AWS,r4.large,2.3,8,2,16.37,48060202400,lr,2018-01-05 13:18:50,2667.360,13678382.313403416,87.35158508541392,26.921343626806834
AWS,r4.2xlarge,2.3,8,8,65.5,6103970360,pagerank,2018-01-04 23:54:50,1068.186,4840547.622507122,7.697898860398859,66.35570868945868
AWS,m4.xlarge,2.4,8,4,17.18,93799252261,join,2018-01-05 03:00:59,436.412,15227934.005747126,92.66612068965517,53.92159482758622
AWS,c4.2xlarge,2.9,10,8,16.11,50000000000,terasort,2018-01-06 03:08:20,581.680,12722897.401360543,82.61104591836734,17.083528911564624
AWS,c4.xlarge,2.9,10,4,8.05,24060206000,lr,2018-01-06 04:38:47,2128.452,7364749.60224877,96.15165378308738,8.31877957367065
AWS,c4.2xlarge,2.9,8,8,16.11,48060238592,lr,2018-01-15 09:09:42,3948.893,15036564.126275202,97.6339448951723,6.519945377138726
AWS,m4.xlarge,2.4,10,4,17.18,6103958074,pagerank,2018-01-06 09:59:57,513.868,10362150.26918239,63.05640251572326,72.61575471698113
AWS,c4.2xlarge,2.9,10,8,16.11,48060212000,lr,2018-01-06 07:54:07,4142.607,14100343.799621332,91.55502761123381,3.758023035657936
AWS,m4.large,2.4,10,2,8.59,6104010447,pagerank,2018-01-06 15:49:18,1154.027,6784414.653658536,82.98353963414634,75.88933231707317
AWS,r4.xlarge,2.3,10,4,32.75,2993586581,pagerank,2018-01-06 04:39:30,257.669,11053967.669230768,35.20384615384615,63.86794230769231
AWS,c4.xlarge,2.9,6,4,8.05,6103996178,pagerank,2018-01-06 06:48:13,1814.003,4482508.508215962,58.52209800469483,71.3143251173709
AWS,c4.xlarge,2.9,10,4,8.05,51326845842,wordcount,2018-01-06 02:42:52,464.002,6715842.380952381,87.67967908902692,56.671262939958595
AWS,r4.xlarge,2.3,8,4,32.75,50000000000,terasort,2018-01-05 01:58:41,768.770,14545505.397901533,46.32340597255851,34.23744955609362
AWS,c4.2xlarge,2.9,4,8,16.11,51326821716,wordcount,2018-01-05 07:08:04,499.424,14748835.25925926,95.76550617283951,66.57654320987655
AWS,r4.xlarge,2.3,4,4,32.75,2993473154,pagerank,2018-01-05 11:32:05,517.417,16089145.778846154,51.23927884615385,76.43490384615384
AWS,c4.xlarge,2.9,10,4,8.05,50000000000,terasort,2018-01-06 03:15:58,539.315,6838913.716376944,89.28660567246112,35.5037053979872
AWS,m4.large,2.4,6,2,8.59,6104217589,pagerank,2018-01-06 16:40:11,2388.540,7351624.778280543,89.92138009049773,79.922267471091
AWS,r4.large,2.3,8,2,16.37,24060202400,lr,2018-01-05 05:16:50,1116.602,10687013.02,68.24844444444444,28.424961111111113
AWS,r4.2xlarge,2.3,4,8,65.5,48060214464,lr,2018-01-05 13:56:08,2219.695,36767393.34117647,58.47074632352941,14.467812499999999
AWS,m4.large,2.4,8,2,8.59,2993473154,pagerank,2018-01-05 06:22:56,663.590,6401548.481343283,78.30076492537313,75.79110074626865
AWS,c4.large,2.9,8,2,4.03,50000000000,terasort,2018-01-04 06:42:15,1736.179,3537986.9324758844,91.78024651661308,25.15574848160057
AWS,c4.xlarge,2.9,6,4,8.05,51326787650,wordcount,2018-01-05 22:59:16,660.110,7396685.391304348,96.56875776397516,65.49770186335402
AWS,m4.2xlarge,2.4,6,8,34.36,51326884979,wordcount,2018-01-05 22:59:47,415.860,11001490.935420744,33.39037181996087,63.19884540117416
AWS,c4.large,2.9,10,2,4.03,6104010447,pagerank,2018-01-06 11:56:51,2232.344,2716931.750932568,70.48104447632711,68.73840889526542
AWS,c4.xlarge,2.9,8,4,8.05,48060214464,lr,2018-01-04 20:43:22,3523.477,7477384.181776133,97.62221554116557,15.509577937095283
AWS,c4.xlarge,2.9,6,4,8.05,48060213264,lr,2018-01-06 08:16:20,5040.627,7487744.435897436,97.75742501209483,16.748598209966136
AWS,c4.2xlarge,2.9,6,8,16.11,24060216864,lr,2018-01-06 00:42:03,1723.064,14900680.69178744,96.75169082125603,7.7992173913043485
AWS,m4.xlarge,2.4,4,4,17.18,24060202400,lr,2018-01-05 10:37:09,1181.026,15688943.189873418,95.47128691983123,28.291708860759496
AWS,c4.2xlarge,2.9,8,8,16.11,50000000000,terasort,2018-01-04 06:07:34,776.386,13421250.022151899,87.14556962025317,13.560941455696202
AWS,m4.2xlarge,2.4,10,8,34.36,2993405732,pagerank,2018-01-06 03:43:45,667.444,3209931.862686567,9.74239552238806,61.10000746268658
AWS,r4.xlarge,2.3,10,4,32.75,48060206000,lr,2018-01-06 08:40:37,2281.488,15720630.9424,50.06581066666667,9.714267999999999
AWS,m4.xlarge,2.4,6,4,17.18,93794653223,join,2018-01-06 00:28:54,448.758,15892947.948148148,96.71292592592593,64.20077777777777
AWS,r4.large,2.3,6,2,16.37,48060204216,lr,2018-01-06 13:49:55,3936.386,14680349.679104477,93.75023009950249,28.64243936567164
AWS,m4.2xlarge,2.4,8,8,34.36,24060238592,lr,2018-01-05 03:33:13,1624.248,15347525.225460123,46.580843558282204,4.61097009202454
AWS,m4.2xlarge,2.4,4,8,34.36,24060214464,lr,2018-01-05 09:23:59,1221.812,24361342.110204082,73.9384387755102,13.742102040816327
AWS,m4.2xlarge,2.4,4,8,34.36,50000000000,terasort,2018-01-05 08:08:06,870.301,27431921.805714287,83.25782857142856,28.227028571428573
AWS,m4.2xlarge,2.4,6,8,34.36,2993552826,pagerank,2018-01-06 00:14:26,803.879,3911949.87654321,11.873055555555554,65.59199588477367
AWS,m4.large,2.4,8,2,8.59,2993473154,pagerank,2018-01-05 04:59:20,1672.904,2456208.7053571427,30.043307291666668,69.49412574404762
AWS,c4.2xlarge,2.9,4,8,16.11,93799252261,join,2018-01-05 08:19:57,325.403,14697937.384615384,95.43523076923076,61.941346153846155
AWS,c4.2xlarge,2.9,10,8,16.11,24060212000,lr,2018-01-06 04:24:50,2182.955,12464791.73016236,80.93521609878802,2.721447518865767
AWS,c4.2xlarge,2.9,8,8,16.11,51326844489,wordcount,2018-01-04 05:30:51,322.958,8655850.671755726,56.203530534351145,54.877786259541985
AWS,m4.xlarge,2.4,6,4,17.18,2993420596,pagerank,2018-01-06 02:10:41,377.062,10280279.298245614,62.557872807017546,77.539100877193
AWS,c4.xlarge,2.9,4,4,8.05,50000000000,terasort,2018-01-05 08:38:50,1345.666,7136699.306273063,93.17441881918819,31.33693726937269
AWS,m4.large,2.4,4,2,8.59,93795732950,join,2018-01-05 11:27:16,1130.679,7870940.911894273,96.27353524229075,70.00895374449338
AWS,c4.large,2.9,4,2,4.03,51326753209,wordcount,2018-01-05 07:38:24,2235.264,3674077.7502787067,95.31066332218505,61.47651059085842
AWS,m4.large,2.4,10,2,8.59,24060203000,lr,2018-01-06 05:54:21,1427.642,7237612.437630662,88.52684668989548,20.508522648083623
AWS,m4.xlarge,2.4,4,4,17.18,51326777576,wordcount,2018-01-05 07:26:41,1051.902,14222248.18757327,86.54627198124267,69.76240328253225
AWS,r4.2xlarge,2.3,4,8,65.5,2993511650,pagerank,2018-01-05 09:12:38,283.751,24052003.120689657,38.249525862068964,68.45887931034483
AWS,r4.xlarge,2.3,10,4,32.75,2993586581,pagerank,2018-01-06 03:57:53,866.099,2747284.388505747,8.749264367816092,67.69677011494252
AWS,c4.xlarge,2.9,8,4,8.05,2993511650,pagerank,2018-01-04 06:53:27,869.649,3061914.4285714286,39.97537857142857,69.20682857142857
AWS,r4.2xlarge,2.3,4,8,65.5,6104074583,pagerank,2018-01-05 14:50:30,604.455,30853124.839779004,49.06522099447514,73.5717679558011
AWS,m4.xlarge,2.4,4,4,17.18,48060202400,lr,2018-01-05 20:31:39,5435.784,16134885.801659126,98.18506221719458,21.23260746606335
AWS,m4.large,2.4,8,2,8.59,93793622935,join,2018-01-05 03:57:34,734.657,7864699.069767442,96.1970099667774,56.49320598006645
AWS,m4.xlarge,2.4,6,4,17.18,6103996178,pagerank,2018-01-06 06:57:45,2064.195,4577248.4186046515,27.853780361757106,71.47923255813954
AWS,c4.xlarge,2.9,8,4,8.05,2993511650,pagerank,2018-01-04 08:08:50,473.160,6560073.305263158,85.64614473684209,75.11352631578947
AWS,c4.large,2.9,10,2,4.03,93793714092,join,2018-01-06 04:12:27,474.375,3631839.023983316,94.2148905109489,61.805078206465076
AWS,c4.large,2.9,6,2,4.03,2993504008,pagerank,2018-01-06 02:31:08,1856.255,2820778.5143369175,73.17491487455199,68.10134856630825
AWS,r4.large,2.3,10,2,16.37,50000000000,terasort,2018-01-06 04:10:13,899.261,10784913.29723757,68.87360220994475,50.82128729281768
AWS,m4.2xlarge,2.4,4,8,34.36,6104074583,pagerank,2018-01-05 15:54:28,868.688,24199176.00823045,73.44602880658437,77.89819958847737
AWS,r4.xlarge,2.3,6,4,32.75,6103996178,pagerank,2018-01-06 08:45:04,710.547,17643229.619482495,56.188782343987825,77.91232876712328
AWS,c4.2xlarge,2.9,8,8,16.11,6103970360,pagerank,2018-01-04 16:48:49,1007.971,4191506.3642023345,27.215941634241247,63.117217898832685
AWS,m4.2xlarge,2.4,6,8,34.36,2993552826,pagerank,2018-01-06 01:05:02,250.170,14759235.124183007,44.79555555555556,61.73173202614379
AWS,r4.large,2.3,4,2,16.37,50000000000,terasort,2018-01-05 10:37:56,2131.256,14757458.164431486,94.2427055393586,50.28225072886297
AWS,r4.large,2.3,4,2,16.37,6104163694,pagerank,2018-01-06 02:34:07,5487.277,4858143.754437869,31.024637573964494,69.15171301775148
AWS,m4.2xlarge,2.4,6,8,34.36,93799843802,join,2018-01-05 23:47:07,323.602,25615432.184615385,77.74443589743589,49.55658974358974
AWS,m4.2xlarge,2.4,8,8,34.36,93796077661,join,2018-01-05 02:39:35,359.104,20463542.284722224,62.10838541666666,37.485920138888886
AWS,c4.large,2.9,6,2,4.03,93795392259,join,2018-01-06 01:22:45,703.762,3665914.2944640755,95.09905771495878,66.51762073027092
AWS,r4.xlarge,2.3,6,4,32.75,6103996178,pagerank,2018-01-06 06:56:34,2041.963,4688629.697722567,14.931956521739131,71.91543219461697
AWS,c4.xlarge,2.9,8,4,8.05,51326870471,wordcount,2018-01-04 05:26:14,574.802,7201130.122186495,94.0152733118971,57.85147909967846
AWS,m4.2xlarge,2.4,8,8,34.36,6103970360,pagerank,2018-01-05 07:31:21,368.902,16146559.421487603,49.00587809917356,63.4477479338843
AWS,r4.large,2.3,10,2,16.37,2993466603,pagerank,2018-01-06 05:25:06,1415.209,2302259.1366197183,14.702531690140846,69.89380985915493
AWS,m4.xlarge,2.4,10,4,17.18,6103958074,pagerank,2018-01-06 08:30:02,1356.371,3237772.4150776053,19.702702882483372,70.13840133037695
AWS,m4.2xlarge,2.4,10,8,34.36,6104130678,pagerank,2018-01-06 06:52:02,873.651,4031446.397167686,12.235632442870937,65.08294818152558
AWS,m4.xlarge,2.4,10,4,17.18,51326839137,wordcount,2018-01-06 02:51:35,550.583,6558330.66786034,39.90926589077887,55.930384959713514
AWS,r4.large,2.3,4,2,16.37,2993564169,pagerank,2018-01-05 13:18:20,2942.268,3534389.201694915,22.57100847457627,68.95290254237288
AWS,c4.xlarge,2.9,8,4,8.05,50000000000,terasort,2018-01-04 06:05:47,657.039,6982115.219330855,91.15628252788103,32.408596654275094
AWS,m4.large,2.4,4,2,8.59,6104163694,pagerank,2018-01-06 03:20:39,5460.354,4752554.815914489,58.130948634204266,69.55355255344418
AWS,r4.xlarge,2.3,10,4,32.75,6103958074,pagerank,2018-01-06 07:58:48,1403.846,3582142.60131291,11.40810284463895,69.5233544857768
AWS,r4.2xlarge,2.3,8,8,65.5,6103970360,pagerank,2018-01-05 00:55:15,324.863,22051596.58018868,35.0682429245283,60.575707547169806
AWS,r4.xlarge,2.3,8,4,32.75,24060214464,lr,2018-01-05 03:15:13,1143.501,12563498.389130434,40.011255434782605,12.454673913043477
AWS,r4.xlarge,2.3,10,4,32.75,50000000000,terasort,2018-01-06 03:11:23,433.134,11621359.315849487,37.010752565564424,52.908734321550746
AWS,m4.xlarge,2.4,6,4,17.18,51326731937,wordcount,2018-01-05 23:07:33,823.972,9916407.763289869,60.34401203610832,59.994353059177534
AWS,c4.large,2.9,6,2,4.03,50000000000,terasort,2018-01-06 00:54:13,1750.909,3579811.2113475176,92.8652671394799,34.75808037825059
AWS,m4.xlarge,2.4,6,4,17.18,6103996178,pagerank,2018-01-06 09:44:20,980.083,13052916.014598541,79.43041362530414,81.71234793187348
AWS,c4.large,2.9,10,2,4.03,24060203000,lr,2018-01-06 05:41:15,2409.620,3747018.661420584,97.20287223027542,18.31593704700766
AWS,m4.2xlarge,2.4,4,8,34.36,2993511650,pagerank,2018-01-05 09:00:10,947.323,4902812.652631579,14.880565789473684,73.72572368421054
AWS,r4.2xlarge,2.3,4,8,65.5,6104074583,pagerank,2018-01-05 13:15:28,1583.857,7086852.418581907,11.270166259168704,73.8477261613692
AWS,c4.large,2.9,8,2,4.03,48060202400,lr,2018-01-04 23:21:54,5310.193,3758675.1104779993,97.50526828110162,21.28139759417537
AWS,r4.large,2.3,10,2,16.37,51326790807,wordcount,2018-01-06 03:02:04,964.462,6115785.972265023,39.05604006163328,61.7851001540832
AWS,c4.2xlarge,2.9,10,8,16.11,2993405732,pagerank,2018-01-06 04:47:03,191.263,9223751.917948717,59.890743589743586,59.407179487179484
AWS,c4.xlarge,2.9,4,4,8.05,2993473154,pagerank,2018-01-05 09:55:00,1389.809,4084516.204301075,53.326048387096776,71.80986559139785
AWS,r4.xlarge,2.3,4,4,32.75,93793622935,join,2018-01-05 09:18:37,586.755,29906391.22033898,95.24347457627118,72.6057627118644
AWS,m4.2xlarge,2.4,6,8,34.36,50000000000,terasort,2018-01-05 23:32:44,535.247,21305129.172839507,64.66228395061728,32.42976851851852
AWS,m4.large,2.4,8,2,8.59,50000000000,terasort,2018-01-05 03:26:41,1438.546,7549649.411663067,92.34363282937365,35.72895896328294
AWS,c4.large,2.9,8,2,4.03,51326765406,wordcount,2018-01-04 05:20:53,1131.335,3652244.2006543074,94.74424754634678,59.32682115594329
AWS,r4.2xlarge,2.3,8,8,65.5,2993413257,pagerank,2018-01-04 21:32:15,189.380,17519340.64102564,27.86051282051282,53.364038461538456
AWS,r4.2xlarge,2.3,6,8,65.5,51326788348,wordcount,2018-01-05 23:05:43,447.708,11273065.68382353,17.92724264705882,58.32803308823529
AWS,c4.2xlarge,2.9,6,8,16.11,48060216864,lr,2018-01-06 05:40:09,4041.769,15093920.3001443,98.00639249639251,9.10186002886003
AWS,c4.xlarge,2.9,8,4,8.05,24060214464,lr,2018-01-04 07:27:57,1865.456,7454694.953208556,97.32598930481284,12.623736631016044
AWS,m4.2xlarge,2.4,10,8,34.36,50000000000,terasort,2018-01-06 03:06:37,447.409,14159193.230088495,42.97409292035398,27.713396017699118
AWS,m4.large,2.4,10,2,8.59,48060203000,lr,2018-01-06 13:26:49,3802.788,7771205.2422857145,95.05349047619046,20.033798095238097
AWS,r4.xlarge,2.3,10,4,32.75,93795477368,join,2018-01-06 03:27:19,331.815,17492775.163636364,55.70945454545454,59.57345454545454
AWS,c4.2xlarge,2.9,8,8,16.11,2993413257,pagerank,2018-01-04 06:41:35,588.675,3421816.4904862577,22.21835095137421,66.06134249471458
